word,tf-idf,tf,idf,words_num
订阅,0.40260082813283543,0.04870630061228521,8.26588804881,25315.0
抽奖,0.3679817078021845,0.03732964645467114,9.85762638414,25315.0
欢迎,0.23345134174255577,0.033813944301797356,6.9039961638,25315.0
参与,0.19634984897404464,0.03705313055500691,5.29914331213,25315.0
南南,0.12864427497072883,0.012087695042464942,10.642581114,25315.0
sh,0.11664339613732173,0.009757061031009283,11.9547675029,25315.0
主播,0.10105946062099941,0.008453486075449339,11.9547675029,25315.0
感谢,0.09589003479905511,0.01279873592731582,7.49214886092,25315.0
谢谢,0.08853670943086708,0.012008690499703732,7.37271973435,25315.0
卡个,0.08830896792582658,0.00738692474817302,11.9547675029,25315.0
6666666,0.08689224651525182,0.007268417934031207,11.9547675029,25315.0
哈哈哈,0.08060551694714517,0.008176970175785107,9.85762638414,25315.0
牌子,0.07763121809079518,0.00963855421686747,8.05423887692,25315.0
礼物,0.068440700190984,0.008927513332016591,7.66626692626,25315.0
直播间,0.06732831793976299,0.006201856606754888,10.8561552143,25315.0
jx,0.0642247039460557,0.005372308907762196,11.9547675029,25315.0
宝剑,0.05903073216185818,0.007347422476792416,8.03420959504,25315.0
ka,0.05761333736337349,0.004819277108433735,11.9547675029,25315.0
dx,0.05289093266145763,0.0044242543946276915,11.9547675029,25315.0
gd,0.051946451721074455,0.0043452498518664825,11.9547675029,25315.0
捧场,0.05078625173223543,0.005253802093620383,9.66657114738,25315.0
青衫,0.04996532742650997,0.0042267430377246696,11.8212361103,25315.0
进来,0.042954398393364804,0.007465929290934229,5.75338939327,25315.0
tx,0.04250164231724274,0.003555204424254395,11.9547675029,25315.0
入座,0.04076167402118112,0.004029231680821648,10.1164880181,25315.0
分享,0.03869920981100533,0.00513529527947857,7.53592689512,25315.0
喜欢,0.03626769634154533,0.006359865692277306,5.70258840302,25315.0
宝宝,0.03590006198605254,0.0045822634801501085,7.83456956187,25315.0
10,0.03447355432398578,0.00288366581078412,11.9547675029,25315.0
hh,0.031640111502836264,0.0026466521825004937,11.9547675029,25315.0
dk,0.031640111502836264,0.0026466521825004937,11.9547675029,25315.0
守护,0.03162554284437369,0.0036342089670156033,8.70218062071,25315.0
社会,0.028552751476664823,0.006359865692277306,4.48952114057,25315.0
666,0.028334428211495157,0.002370136282836263,11.9547675029,25315.0
xd,0.028334428211495157,0.002370136282836263,11.9547675029,25315.0
感情,0.02745162483656528,0.004305747580485878,6.37557690585,25315.0
直播,0.026615115381083153,0.0029231680821647245,9.10488710638,25315.0
老哥,0.02516410487062058,0.002686154453881098,9.36807815882,25315.0
66,0.02502874492015406,0.0020936203831720323,11.9547675029,25315.0
日久生情,0.023768401030025674,0.0018566067548884061,12.8020653633,25315.0
点点,0.02374953212628639,0.0026466521825004937,8.97342396682,25315.0
平底锅,0.02347773538269801,0.0017776022121271974,13.2075304714,25315.0
苗苗,0.02323428855114754,0.0018566067548884061,12.5143832909,25315.0
阿尼哈撒哟,0.023139783039387712,0.0019356112976496149,11.9547675029,25315.0
带盐团,0.023139783039387712,0.0019356112976496149,11.9547675029,25315.0
朋友,0.022635458475936007,0.0038712225952992297,5.84710848284,25315.0
糖糖,0.022513441980327873,0.0016195931266047797,13.900677652,25315.0
fe,0.02219530209900454,0.0018566067548884061,11.9547675029,25315.0
今天,0.02188920121383093,0.004384752123247087,4.99211827683,25315.0
欢迎光临,0.02175124885639344,0.001738099940746593,12.5143832909,25315.0
萨瓦迪卡,0.02125082115862137,0.0017776022121271974,11.9547675029,25315.0
肉肉,0.02125082115862137,0.0017776022121271974,11.9547675029,25315.0
日落,0.021065738763258936,0.0021726249259332413,9.69598503258,25315.0
迷路,0.020791899551370726,0.0021726249259332413,9.56994431169,25315.0
hx,0.0203063402182382,0.0016985976693659885,11.9547675029,25315.0
华山,0.01989897534735295,0.0022121271973138457,8.99540287354,25315.0
没有,0.01967417619687932,0.006320363420896702,3.11282356515,25315.0
lee,0.019361859277855026,0.0016195931266047797,11.9547675029,25315.0
默不作声,0.019056900747161765,0.0018961090262690104,10.0505300503,25315.0
礼盒,0.019046869343475013,0.0019356112976496149,9.84023464143,25315.0
Lee,0.01888961880766344,0.0015800908552241755,11.9547675029,25315.0
虎牙,0.018326039990519453,0.0015800908552241755,11.598092559,25315.0
留心,0.01802165345496346,0.0021726249259332413,8.29487558568,25315.0
思密达,0.01794513786728027,0.0015010863124629665,11.9547675029,25315.0
大哥,0.017707087991404306,0.0025281453683586807,7.00398332035,25315.0
一种,0.017300155511552045,0.004187240766344065,4.13163619599,25315.0
剑士,0.017022358570491804,0.0012245704127987359,13.900677652,25315.0
徽章,0.016900359933525577,0.0016195931266047797,10.4349417492,25315.0
哈哈哈哈,0.016852591010607147,0.001738099940746593,9.69598503258,25315.0
看到,0.01671887994473435,0.0034366976101125814,4.86480972185,25315.0
拉上,0.016679871719766145,0.001738099940746593,9.59661255877,25315.0
66666666,0.01652841645670551,0.0013825794983211535,11.9547675029,25315.0
小姐姐,0.016313436642295082,0.0013035749555599446,12.5143832909,25315.0
OnLy,0.016056175986513925,0.001343077226940549,11.9547675029,25315.0
20,0.016056175986513925,0.001343077226940549,11.9547675029,25315.0
老婆,0.015907193158743827,0.002370136282836263,6.71150991356,25315.0
喝茶,0.015741081420218052,0.0019356112976496149,8.13235665618,25315.0
那得,0.015583935516322337,0.0013035749555599446,11.9547675029,25315.0
多刷,0.015583935516322337,0.0013035749555599446,11.9547675029,25315.0
宝贝,0.015424927841864902,0.002014615840410824,7.65651075131,25315.0
