word,tf-idf,tf,idf,words_num
汪汪,0.37976579120952386,0.0380952380952381,9.96885201925,525.0
主播,0.29602281435752376,0.024761904761904763,11.9547675029,525.0
hx,0.15939690003866666,0.013333333333333334,11.9547675029,525.0
bk,0.13662591431885715,0.011428571428571429,11.9547675029,525.0
直播,0.12139849475173334,0.013333333333333334,9.10488710638,525.0
队友,0.09475651365133334,0.009523809523809525,9.94943393339,525.0
gd,0.09108394287923809,0.007619047619047619,11.9547675029,525.0
哈哈哈,0.07510572483154285,0.007619047619047619,9.85762638414,525.0
自闭,0.07315465921885714,0.005714285714285714,12.8020653633,525.0
游戏,0.06846606911352382,0.009523809523809525,7.18893725692,525.0
我要,0.06831295715942858,0.005714285714285714,11.9547675029,525.0
jx,0.06831295715942858,0.005714285714285714,11.9547675029,525.0
fe,0.06831295715942858,0.005714285714285714,11.9547675029,525.0
房区,0.06831295715942858,0.005714285714285714,11.9547675029,525.0
xk,0.06831295715942858,0.005714285714285714,11.9547675029,525.0
dk,0.06831295715942858,0.005714285714285714,11.9547675029,525.0
打野,0.05295496248380953,0.0038095238095238095,13.900677652,525.0
猫咪,0.05295496248380953,0.0038095238095238095,13.900677652,525.0
鼠标垫,0.050314401795809524,0.0038095238095238095,13.2075304714,525.0
女主播,0.04876977281257143,0.0038095238095238095,12.8020653633,525.0
打游戏,0.04767384110819047,0.0038095238095238095,12.5143832909,525.0
战队,0.04767384110819047,0.0038095238095238095,12.5143832909,525.0
小姐姐,0.04767384110819047,0.0038095238095238095,12.5143832909,525.0
两个,0.047300700218399994,0.011428571428571429,4.13881126911,525.0
几号,0.04612921212457143,0.0038095238095238095,12.1089181827,525.0
ju,0.04554197143961904,0.0038095238095238095,11.9547675029,525.0
AK,0.04554197143961904,0.0038095238095238095,11.9547675029,525.0
sh,0.04554197143961904,0.0038095238095238095,11.9547675029,525.0
买水,0.04554197143961904,0.0038095238095238095,11.9547675029,525.0
多带,0.04554197143961904,0.0038095238095238095,11.9547675029,525.0
666,0.04554197143961904,0.0038095238095238095,11.9547675029,525.0
saki,0.04554197143961904,0.0038095238095238095,11.9547675029,525.0
60,0.04554197143961904,0.0038095238095238095,11.9547675029,525.0
gl,0.04554197143961904,0.0038095238095238095,11.9547675029,525.0
tx,0.04554197143961904,0.0038095238095238095,11.9547675029,525.0
超清,0.04554197143961904,0.0038095238095238095,11.9547675029,525.0
还好,0.04447188830817143,0.005714285714285714,7.78258045393,525.0
进来,0.04383534775824762,0.007619047619047619,5.75338939327,525.0
感觉,0.04298269172807619,0.007619047619047619,5.64147828931,525.0
晚安,0.042901410752000005,0.0038095238095238095,11.2616203224,525.0
卡卡,0.041944022453714286,0.0038095238095238095,11.0103058941,525.0
年糕,0.04154264906057143,0.0038095238095238095,10.9049453784,525.0
开播,0.041356781768761904,0.0038095238095238095,10.8561552143,525.0
看看,0.041222435368685716,0.007619047619047619,5.41044464214,525.0
漂亮,0.040151309465828566,0.005714285714285714,7.02647915652,525.0
时间,0.03885275840438096,0.009523809523809525,4.07953963246,525.0
狙击,0.03797657912095238,0.0038095238095238095,9.96885201925,525.0
一下,0.03725162775329524,0.007619047619047619,4.88927614262,525.0
枪法,0.035647172836990475,0.0038095238095238095,9.35738286971,525.0
玩家,0.03432506104285714,0.0038095238095238095,9.01032852375,525.0
吻合,0.03306789267390476,0.0038095238095238095,8.6803218269,525.0
不好,0.032406665902914286,0.005714285714285714,5.67116653301,525.0
上车,0.03233916800045714,0.0038095238095238095,8.48903160012,525.0
辣椒,0.031101353731428572,0.0038095238095238095,8.1641053545,525.0
楼梯,0.030968520109904765,0.0038095238095238095,8.12923652885,525.0
厕所,0.03067182046487619,0.0038095238095238095,8.05135287203,525.0
右边,0.030159014747771426,0.0038095238095238095,7.91674137129,525.0
刚好,0.030101870819161904,0.0038095238095238095,7.90174109003,525.0
匹配,0.029656325815200002,0.0038095238095238095,7.78478552649,525.0
今天,0.028526390153314287,0.005714285714285714,4.99211827683,525.0
上次,0.028466942397295237,0.0038095238095238095,7.47257237929,525.0
上班,0.028182428975466668,0.0038095238095238095,7.39788760606,525.0
送给,0.02766518042975238,0.0038095238095238095,7.26210986281,525.0
几个,0.02746077659634286,0.005714285714285714,4.80563590436,525.0
睡觉,0.026791250449561904,0.0038095238095238095,7.03270324301,525.0
一会,0.026767539643885712,0.0038095238095238095,7.02647915652,525.0
私聊,0.026477481241904764,0.0019047619047619048,13.900677652,525.0
卧槽,0.026477481241904764,0.0019047619047619048,13.900677652,525.0
好准,0.026477481241904764,0.0019047619047619048,13.900677652,525.0
扶人,0.026477481241904764,0.0019047619047619048,13.900677652,525.0
厉害,0.026378398405828573,0.0038095238095238095,6.92432958153,525.0
职业,0.025783543239314286,0.0038095238095238095,6.76818010032,525.0
每次,0.02522685222727619,0.0038095238095238095,6.62204870966,525.0
路人甲,0.025157200897904762,0.0019047619047619048,13.2075304714,525.0
思恋,0.023836920554095236,0.0019047619047619048,12.5143832909,525.0
十二级,0.023836920554095236,0.0019047619047619048,12.5143832909,525.0
女队,0.023836920554095236,0.0019047619047619048,12.5143832909,525.0
龙哥,0.023411885218095237,0.0019047619047619048,12.2912397395,525.0
段位,0.023411885218095237,0.0019047619047619048,12.2912397395,525.0
麻辣烫,0.023411885218095237,0.0019047619047619048,12.2912397395,525.0
不了,0.02300259220857143,0.0038095238095238095,6.03818045475,525.0
我起,0.02277098571980952,0.0019047619047619048,11.9547675029,525.0
能活,0.02277098571980952,0.0019047619047619048,11.9547675029,525.0
